id,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id87,id88,id89,id90,id91,id92,id93,id94,id95,id96,id97,id98,id99,id100,id101,id102,id103,id104,id105,id106,id107,id108,id109,id110,id111,id112,id113,id114,id115,id116,id117,id118,id119,id120,id121,id122,id123,id124,id125,id126,id127,id128,id129,id130,id131,id132,id133,id134,id135,id136,id137,id138,id139,id140,id141,id142,id143,id144,id145,id146,id147,id148,id149,id150
215_113.6385118_34.74868571_201707_hor.jpg,0.002810329861111111,0.13718352141203705,0.23689814814814814,0.0,0.11709237557870371,0.0,0.3631087239583333,0.0,5.678530092592593e-05,0.0031474247685185186,0.0,0.021214916087962964,0.0016843894675925926,0.00013852719907407406,1.4467592592592592e-06,0.0,0.0,0.051121238425925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007009910300925926,0.0,0.0,0.0,0.0,0.0,0.0005570023148148149,0.0,0.0,0.0,0.0,0.004368851273148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011320891203703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
